"bottomup","f0","freq","rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0
0.00910834614454,2.52071449096,0.0446999847952,0.00239589991308,0.0,0.00600593128811
0.173453918705,49.3166482375,0.735237907927,0.0293009708979,0.0,0.0984088335485
0.481517628036,136.601699531,1.81184196507,0.0554923755209,0.0,0.251501116633
0.717297092752,200.851982699,2.43693407255,0.06779781492,0.0,0.355457010816
0.870491319251,231.387941245,3.01271659535,0.0975658451269,0.0,0.470662674448
1.17682735007,232.765555321,3.2591704148,0.124025042781,0.0,0.550385249248
1.47030669037,221.105172321,3.45326684928,0.148559513038,0.0,0.55627158085
1.3570841035,212.711285036,4.15190480097,0.179900642991,0.0,0.566916500961
1.23737960134,213.387141817,4.13240352312,0.183900518163,0.0,0.525405225103
1.18293030851,210.459947199,3.8466669061,0.162604133008,0.00155120742822,0.49521410486
1.15026956057,198.292750327,3.83300330336,0.125396439181,0.0278643066782,0.518768049262
1.02596336484,185.997869026,3.20616695993,0.105553517368,0.042153656162,0.489059594163
0.947733916214,181.260252242,2.49199243036,0.119583089534,0.0284918851337,0.439388345513
0.980672360125,196.859419043,2.32643349798,0.13446391526,0.0121215476224,0.429339840512
0.987869457984,218.301848396,3.19255199681,0.141798376635,0.00229684360602,0.477279287372
1.10476293939,224.121403472,4.03049095688,0.129072309126,-0.00229906861856,0.514954585157
1.21267587281,212.728514274,3.95352213867,0.101648706362,-0.00373726484803,0.470513371968
1.08283894452,198.682178203,3.61314634639,0.0981803447616,-0.00342150242602,0.44007208928
1.01097929897,194.41769387,3.8437852479,0.100944213114,-0.0024248291967,0.490205680176
1.14550924759,196.855606203,4.34192376558,0.10727511733,-0.00144072363992,0.571550226875
1.24105516709,199.156826864,4.39482671959,0.134358407523,0.00199369590693,0.605003322143
1.2499231087,190.937864896,3.83064652899,0.135999542726,0.0305039130417,0.562369708132
1.13716974673,183.859631428,3.69537010304,0.125979463287,0.0414763762409,0.544522117755
1.08340375095,185.064462275,3.97415273557,0.120685282212,0.0266098827411,0.555902240405
0.959751038526,186.943347725,4.25807060896,0.119817883853,0.01081490036,0.535387191688
0.924963974132,182.490424114,4.55193370888,0.104042874002,0.0133600226679,0.549099612832
0.990325103311,166.949151147,3.67662269654,0.0785442270845,0.0370974733451,0.459181412635
0.850403668761,165.271366074,3.05074404632,0.0651897827246,0.0333182324191,0.378739835129
0.692162743941,177.491670507,2.94905328023,0.0740579030541,0.0162895028401,0.374254595718
0.723066334107,179.137410998,3.41946705317,0.0961821397894,0.00408043032732,0.446664244619
1.01263563376,179.847470881,4.0568309554,0.1168405539,-0.0018612972526,0.536160731745
1.28928044562,183.240605901,4.66222014221,0.134236875205,-0.00400918876039,0.602654095808
1.26731121715,183.483884967,4.94270885176,0.141719860676,-0.00373560721726,0.638672442695
1.3478314873,174.191351423,4.32227844495,0.123398642985,0.018293843214,0.599726915017
1.4367745814,169.919840488,3.38545673148,0.106639428827,0.0403044265046,0.487870461869
1.40773606804,177.223699417,3.35562387915,0.0908867992512,0.0310358817211,0.46539383164
1.19393160791,182.228722418,3.35011161469,0.0873831407175,0.0144005293917,0.470223037012
1.11163359671,188.769111359,3.51123503699,0.0933387836106,0.00353713026547,0.49753417191
1.11336134611,188.35732732,3.20716011209,0.0871709468629,-0.00177724433194,0.446794726073
1.07561454852,192.432397233,2.81811495588,0.0833261466485,-0.00366330190234,0.385891409319
1.02594765304,194.715005297,2.91730265418,0.082971780594,-0.00356893933566,0.410503667078
1.00987833446,191.03905568,3.59267342805,0.0872531283442,-0.00263891266468,0.497917160499
1.1348143308,195.569564827,4.33960640431,0.087996631842,-0.00161809884993,0.5615960422
1.31155203842,203.198517407,4.05473004952,0.0836066138306,-0.000859109998692,0.510720124113
1.24702379064,209.305043973,3.68005445298,0.085863886079,-0.000405620249094,0.475884762543
1.22945353403,212.231905277,3.47401696041,0.0824827751722,-0.000173561429143,0.452976702557
1.09380513158,204.528681004,3.47089010102,0.0840792935774,-6.82837199267e-05,0.427361132988
0.967835697541,198.411828989,3.37075411423,0.101008360358,-2.49835184281e-05,0.421714995608
0.943765304039,195.743885633,3.32664103784,0.116743307556,0.0,0.441707883494
1.0400367912,185.252954284,3.5240356659,0.111923801962,0.0,0.458596541472
